department_or_faculty,school_name,title,url
department,Columbia University,"Clinical Pharmacology and Experimental Therapeutics, Division of »",http://www.columbiamedicine2.org/CPET/
department,Columbia University,Computer Science Department »,http://www.cs.columbia.edu/
department,Columbia University,"Decision, Risk and Operations, Division of »",http://www8.gsb.columbia.edu/faculty-research/divisions/decision-risk-operations
department,Columbia University,Dermatology Department »,http://www.cumc.columbia.edu/dept/derm/
department,Columbia University,"Digestive and Liver Diseases, Division of »",http://www.columbiamedicine.org/divisions/GI/
department,Columbia University,Earth and Environmental Engineering Department »,http://www.eee.columbia.edu/
department,Columbia University,Earth and Environmental Sciences Department »,http://eesc.columbia.edu/
department,Columbia University,East Asian Languages and Cultures Department »,http://www.columbia.edu/cu/ealac/
department,Columbia University,"Ecology, Evolution and Environmental Biology Department »",http://www.columbia.edu/cu/e3b/
department,Columbia University,Economics Department »,http://www.columbia.edu/cu/economics/
department,Columbia University,Electrical Engineering Department »,http://www.ee.columbia.edu/
department,Columbia University,"Endocrinology, Division of »",http://columbiamedicine.org/divisions/Endo/index.shtml
department,Columbia University,English and Comparative Literature Department »,http://english.columbia.edu
department,Columbia University,Environmental Health Sciences Department »,http://www.mailman.hs.columbia.edu/academic-departments/environmental-health-sciences
department,Columbia University,Epidemiology Department »,http://www.mailman.hs.columbia.edu/academic-departments/epidemiology
department,Columbia University,Film Program »,http://arts.columbia.edu/film/
department,Columbia University,Finance and Economics Division »,http://www8.gsb.columbia.edu/faculty-research/divisions/finance-economics
department,Johns Hopkins University,Program in Public Health Studies,http://krieger.jhu.edu/publichealth/
department,Johns Hopkins University,Program in Social Policy,http://krieger.jhu.edu/socialpolicy/
department,Johns Hopkins University,The Academy,http://krieger.jhu.edu/theacademy
department,Johns Hopkins University,Center for Astrophysical Sciences,http://sites.krieger.jhu.edu/astronomy
department,Johns Hopkins University,Center for Government Excellence,http://govex.jhu.edu
department,Johns Hopkins University,Center for Molecular Biophysics,http://cmb.jhu.edu/
department,Johns Hopkins University,Center for the Study of Premodern Europe,http://krieger.jhu.edu/singleton
department,Johns Hopkins University,Humanities Institute,http://krieger.jhu.edu/humanities-institute/
department,Johns Hopkins University,"Institute for Applied Economics, Global Health and the Study of Business Enterprise",http://sites.krieger.jhu.edu/iae
department,Johns Hopkins University,Institute for Quantum Matter,http://iqm.jhu.edu
department,Johns Hopkins University,Mind/Brain Institute,http://krieger.jhu.edu/mbi/
department,Johns Hopkins University,Population Center,http://popcenter.jhu.edu
department,Johns Hopkins University,"Racism, Immigration, and Citizenship Program",http://ric.johnshopkins.edu/
department,Columbia University,French and Romance Philology Department »,http://www.columbia.edu/cu/french/
department,Columbia University,"General Medicine, Division of »",http://www.cumc.columbia.edu/dept/medicine/generalmed/
department,Columbia University,"Genetics and Development, Department of »",http://cumc.columbia.edu/dept/genetics/
department,Columbia University,Germanic Languages Department »,http://www.columbia.edu/cu/german/
department,Columbia University,"Global Support, Finance Division »",http://finance.columbia.edu/departments/global-support/
department,Columbia University,Health Policy and Management Department »,http://www.mailman.hs.columbia.edu/academic-departments/health-policy-management
department,Columbia University,"Hematology, Division of »",http://www.cumc.columbia.edu/dept/medicine/oncolhema/
department,Columbia University,"History and Literature Program (Reid Hall, Paris) »",http://www.columbia.edu/cu/historyandliterature
department,Columbia University,History Department »,http://www.columbia.edu/cu/history/
department,Columbia University,"Industrial Engineering and Operations Research, Department of »",http://www.ieor.columbia.edu/
department,Columbia University,"Infectious Diseases, Division of »",http://www.cumc.columbia.edu/dept/id/
department,Columbia University,Italian Department »,http://www.columbia.edu/cu/italian/
department,Columbia University,Latin American and Iberian Cultures »,http://www.columbia.edu/cu/spanish/
department,Columbia University,Linguistics Department »,http://www.college.columbia.edu/bulletin/depts/ling.php
department,Columbia University,Management Division »,http://www8.gsb.columbia.edu/faculty-research/divisions/management
department,Columbia University,Marketing Division »,http://www8.gsb.columbia.edu/faculty-research/divisions/marketing
department,Columbia University,Mathematics Department »,http://www.math.columbia.edu/
department,Columbia University,Mechanical Engineering Department »,http://me.columbia.edu/
department,Columbia University,"Medicine, Department of »",http://www.columbiamedicine.org/
department,Columbia University,"Microbiology and Immunology, Department of »",http://www.microbiology.columbia.edu/
department,Columbia University,"Middle Eastern, South Asian, and African Studies »",http://www.columbia.edu/cu/mealac/
department,Columbia University,"Molecular Medicine, Division of »",http://www.cumc.columbia.edu/dept/medicine/molecmen.html
department,Columbia University,Music Department »,http://music.columbia.edu/
department,Columbia University,"Nephrology, Division of »",http://www.columbianephrology.org/
department,Columbia University,Neurology Department »,http://cumc.columbia.edu/dept/neurology/
department,Columbia University,"Neuroscience, Department of »",http://neuroscience.columbia.edu/department/
department,Columbia University,Neurosurgery Department »,http://www.columbianeurosurgery.org//
department,Columbia University,NROTC Columbia Battalion »,http://www.sunymaritime.edu/NROTC%20and%20MMR/index.aspx
department,Columbia University,Obstetrics and Gynecology Department »,http://cpmcnet.columbia.edu/dept/obgyn/
department,Columbia University,"Oncology, Division of »",http://www.cumc.columbia.edu/dept/medicine/oncolhema/
department,Columbia University,Ophthalmology Department »,http://cpmcnet.columbia.edu/dept/eye/
department,Columbia University,Orthopaedic Surgery Department »,http://columbiaortho.org/
department,Columbia University,Otolaryngology/Head and Neck Surgery Department »,http://www.entcolumbia.org/
department,Columbia University,"Pathology, Department of »",https://www.pathology.columbia.edu/
department,Columbia University,Pediatrics Department »,http://www.cumc.columbia.edu/dept/pediatrics/
department,Columbia University,Pharmacology Department »,http://cpmcnet.columbia.edu/dept/gsas/pharm/
department,Columbia University,Philosophy Department »,http://www.columbia.edu/cu/philosophy/
department,Columbia University,"Physical Education, Department of »",http://www.perec.columbia.edu
department,Columbia University,Physics Department »,http://www.columbia.edu/cu/physics/
department,Columbia University,Physiology and Cellular Biophysics Department »,http://www.physiology.columbia.edu/
department,Columbia University,Political Science Department »,http://polisci.columbia.edu
department,Columbia University,"Population and Family Health, Heilbrunn Department of »",http://www.mailman.columbia.edu/academic-departments/population-family-health
department,Columbia University,"Preventive Medicine and Nutrition, Division of »",http://www.cumc.columbia.edu/dept/medicine/prevmedmen.html
department,Columbia University,Psychiatry Department »,http://www.cumc.columbia.edu/dept/pi/
department,Columbia University,Psychology Department »,http://www.columbia.edu/cu/psychology/
department,Columbia University,"Pulmonary, Allergy, and Critical Care Medicine, Division of »",http://www.cumc.columbia.edu/dept/pulmonary/1HomePage/SiteHomePage.htm
department,Columbia University,Radiation Oncology Department »,http://cpmcnet.columbia.edu/dept/radoncology/
department,Columbia University,Radiology Department »,http://www.columbia.edu/cu/radiology/
department,Columbia University,"Rehabilitation Medicine, Department of »",http://cpmcnet.columbia.edu/dept/rehab/
department,Columbia University,Religion Department »,http://religion.columbia.edu
department,Columbia University,"Rheumatology, Division of »",http://columbiamedicine2.org/rheum/index.html
department,Columbia University,Slavic Languages Department »,http://www.columbia.edu/cu/slavic/
department,Columbia University,Sociology Department »,http://www.sociology.columbia.edu/
department,Columbia University,"Sociomedical Sciences, Department of »",http://www.mailman.hs.columbia.edu/academic-departments/sociomedical-sciences
department,Columbia University,Spanish and Portuguese Department »,http://laic.columbia.edu/
department,Columbia University,Statistics Department »,http://www.stat.columbia.edu/
department,Columbia University,Surgery Department »,http://www.columbiasurgery.org/
department,Columbia University,"Systems Biology, Department of »",http://systemsbiology.columbia.edu/index.php
department,Columbia University,Theatre Arts Program »,http://arts.columbia.edu/theatre-arts/
department,Columbia University,Urology Department »,http://columbiaurology.org/
department,Columbia University,Visual Arts Program »,http://arts.columbia.edu/visual-arts/
department,Columbia University,Writing Program »,http://arts.columbia.edu/writing/
department,UCL (University College London),UCL Medical School,https://www.ucl.ac.uk/medical-school
department,Yale University,African American Studies,http://afamstudies.yale.edu/
department,Yale University,African Studies,http://african.macmillan.yale.edu/
department,Yale University,American Studies,http://americanstudies.yale.edu/
department,Yale University,Anesthesiology,http://medicine.yale.edu/anesthesiology/
department,Yale University,Anthropology,http://anthropology.yale.edu/
department,Yale University,Applied Mathematics,http://applied.math.yale.edu/
department,Yale University,Applied Physics,http://appliedphysics.yale.edu/
department,Yale University,Archaeological Studies,http://archaeology.yale.edu/
department,Yale University,Architecture,http://architecture.yale.edu/
department,Yale University,Astronomy,http://astronomy.yale.edu/
department,Yale University,Biological & Biomedical Sciences,http://bbs.yale.edu/
department,Yale University,Biomedical Engineering,http://seas.yale.edu/departments/biomedical-engineering
department,Yale University,Biostatistics,http://publichealth.yale.edu/biostat/
department,Yale University,Cell Biology,http://www.cellbiology.yale.edu/
department,Yale University,Cellular & Molecular Physiology,http://medicine.yale.edu/physiology/
department,Yale University,Chemical & Environmental Engineering,http://seas.yale.edu/departments/chemical-and-environmental-engineering
department,Yale University,Chemistry,http://chem.yale.edu/
department,Yale University,Child Study Center,http://medicine.yale.edu/childstudy/
department,Yale University,Chronic Disease Epidemiology,http://publichealth.yale.edu/cde/
department,Yale University,Classics,http://classics.yale.edu/
department,Yale University,Comparative Literature,http://complit.yale.edu/
department,Yale University,Comparative Medicine,http://medicine.yale.edu/compmed/
department,Yale University,Computational Biology & Bioinformatics,http://cbb.yale.edu/
department,Yale University,Computer Science,http://cpsc.yale.edu/
department,Yale University,Dermatology,http://dermatology.yale.edu/
department,Yale University,East Asian Languages & Literatures,http://eall.yale.edu/
department,Yale University,East Asian Studies,http://ceas.yale.edu/
department,Yale University,Ecology & Evolutionary Biology,http://eeb.yale.edu/
department,UCL (University College London),London Centre for Nanotechnology,http://www.london-nano.com/
department,Yale University,Economics,http://economics.yale.edu/
department,Yale University,Electrical Engineering,http://seas.yale.edu/departments/electrical-engineering
department,Yale University,Emergency Medicine,http://medicine.yale.edu/emergencymed/
department,Yale University,Engineering & Applied Science,http://seas.yale.edu/
department,Yale University,English Language & Literature,http://english.yale.edu/
department,Yale University,Environmental Health Sciences,http://publichealth.yale.edu/ehs/
department,Yale University,Epidemiology of Microbial Diseases,http://publichealth.yale.edu/emd/
department,Yale University,European & Russian Studies,http://europeanstudies.macmillan.yale.edu/
department,Yale University,Experimental Pathology,http://medicine.yale.edu/pathology/
department,Yale University,Film & Media Studies,http://filmstudies.yale.edu/
department,Yale University,Forestry & Environmental Studies,http://environment.yale.edu/
department,Yale University,French,http://french.yale.edu/
department,Yale University,Genetics,http://medicine.yale.edu/genetics/
department,Yale University,Geology & Geophysics,http://earth.yale.edu/
department,Yale University,German,http://german.yale.edu/
department,Yale University,Global Affairs,http://jackson.yale.edu/
department,Yale University,Health Care Management,http://publichealth.yale.edu/hpm/
department,Yale University,Health Policy & Management,http://publichealth.yale.edu/hpm/
department,Yale University,History,http://history.yale.edu/
department,Yale University,History of Art,http://arthistory.yale.edu/
department,Yale University,History of Medicine,http://medicine.yale.edu/histmed/
department,Yale University,History of Science & Medicine,http://hshm.yale.edu/
department,Yale University,Humanities,http://humanities.yale.edu/
department,Yale University,Immunobiology,http://medicine.yale.edu/immuno/
department,Yale University,Internal Medicine,http://medicine.yale.edu/intmed/
department,Yale University,International & Development Economics,http://ide.yale.edu/
department,Yale University,Investigative Medicine,http://medicine.yale.edu/investigativemedicine/
department,Yale University,Italian Language & Literature,http://italian.yale.edu/
department,Yale University,Judaic Studies,http://judaicstudies.yale.edu/
department,Yale University,Laboratory Medicine,http://medicine.yale.edu/labmed/
department,Yale University,Latin American Studies,http://clais.macmillan.yale.edu/
department,Yale University,Law,https://law.yale.edu/
department,Yale University,Linguistics,http://ling.yale.edu/
department,Yale University,Management,http://som.yale.edu/
department,Yale University,Mathematics,http://math.yale.edu/
department,Yale University,Mechanical Engineering & Materials Science,http://seas.yale.edu/departments/mechanical-engineering-and-materials-science
department,Yale University,Medieval Studies,http://medieval.yale.edu/
department,Yale University,Microbial Pathogenesis,http://medicine.yale.edu/micropath/
department,Yale University,Microbiology,http://bbs.yale.edu/microbiology/
department,Yale University,Modern Middle East Studies,http://slavic.yale.edu/
department,Yale University,Molecular Biophysics & Biochemistry,http://mbb.yale.edu/
department,Yale University,"Molecular, Cellular & Developmental Biology",http://mcdb.yale.edu/
department,Yale University,Music,http://yalemusic.yale.edu/
department,Yale University,Near Eastern Languages & Civilizations,http://nelc.yale.edu/
department,Yale University,Neurology,http://medicine.yale.edu/neurology/
department,Yale University,Neuroscience,http://medicine.yale.edu/neuroscience/
department,Yale University,"Neuroscience, Interdepartmental Program",http://medicine.yale.edu/inp/
department,Yale University,Neurosurgery,http://medicine.yale.edu/neurosurgery/
department,Yale University,Nursing,http://nursing.yale.edu/
department,Yale University,"Obstetrics, Gynecology & Reproductive Sciences",http://medicine.yale.edu/obgyn/
department,Yale University,Ophthalmology & Visual Science,http://medicine.yale.edu/eyes/
department,Yale University,Orthopaedics & Rehabilitation,http://medicine.yale.edu/ortho/
department,Yale University,Pathology,http://medicine.yale.edu/pathology/
department,Yale University,Pediatrics,http://pediatrics.yale.edu/
department,Yale University,Pharmacology,http://medicine.yale.edu/pharm/
department,Yale University,Philosophy,http://philosophy.yale.edu/
department,Yale University,Physics,http://physics.yale.edu/
department,Yale University,Political Science,http://politicalscience.yale.edu/
department,Yale University,Psychiatry,http://medicine.yale.edu/psychiatry/
department,Yale University,Psychology,http://psychology.yale.edu/
department,Yale University,Public Health,http://publichealth.yale.edu/
department,Yale University,Radiology & Biomedical Imaging,http://radiology.yale.edu/
department,Yale University,Religious Studies,http://religiousstudies.yale.edu/
department,Yale University,Renaissance Studies,http://renaissance.yale.edu/
department,Yale University,Slavic Languages & Literatures,http://slavic.yale.edu/
department,Yale University,Sociology,http://sociology.yale.edu/
department,Yale University,South Asian Studies,http://southasia.macmillan.yale.edu/
department,Yale University,Spanish & Portuguese,http://span-port.yale.edu/
department,Yale University,Statistics & Data Science,http://statistics.yale.edu/
department,Yale University,Surgery,http://medicine.yale.edu/surgery/
department,Yale University,Theater Studies,http://theaterstudies.yale.edu/
department,Yale University,Therapeutic Radiology/Radiation Oncology,http://medicine.yale.edu/therapeuticradiology/
department,Yale University,Urology,http://medicine.yale.edu/urology/
department,Yale University,"Women’s, Gender, & Sexuality Studies",http://wgss.yale.edu/
department,UCL (University College London),Earth Sciences,http://www.ucl.ac.uk/earth-sciences
department,Harvard University,Department of Neurobiology |,https://neuro.hms.harvard.edu/
department,The Australian National University,Research School of Humanities & the Arts,http://rsha.anu.edu.au
department,The Australian National University,Research School of Social Sciences,http://rsss.anu.edu.au
department,The Australian National University,Australian Centre on China in the World,http://ciw.anu.edu.au/
department,The Australian National University,Crawford School of Public Policy,https://crawford.anu.edu.au/
department,The Australian National University,Coral Bell School of Asia Pacific Affairs,http://ips.cap.anu.edu.au/
department,The Australian National University,"School of Culture, History & Language",http://chl.anu.edu.au/
department,The Australian National University,School of Regulation and Global Governance (RegNet),http://regnet.anu.edu.au/
department,The Australian National University,Research School of Accounting & Business Information Systems,http://rsabis.anu.edu.au/
department,The Australian National University,Research School of Economics,http://rse.anu.edu.au/
department,The Australian National University,"Research School of Finance, Actuarial Studies & Applied Statistics",http://rsfas.anu.edu.au/
department,The Australian National University,Research School of Management,http://rsm.anu.edu.au/
department,The Australian National University,Research School of Computer Science,http://cs.anu.edu.au/
department,The Australian National University,Research School of Engineering,http://eng.anu.edu.au/
department,The Australian National University,ANU Medical School,http://medicalschool.anu.edu.au/
department,The Australian National University,John Curtin School of Medical Research,http://jcsmr.anu.edu.au/
department,The Australian National University,Research School of Population Health,http://rsph.anu.edu.au/
department,The Australian National University,Research School of Psychology,http://psychology.anu.edu.au/
department,The Australian National University,ANU Law School,https://lawschool.anu.edu.au/
department,The Australian National University,ANU School of Legal Practice,https://legalpractice.anu.edu.au/
department,The Australian National University,Australian National Centre for the Public Awareness of Science,http://cpas.anu.edu.au/
department,The Australian National University,Fenner School of Environment & Society,http://fennerschool.anu.edu.au/
department,The Australian National University,Mathematical Sciences Institute,http://maths.anu.edu.au/
department,The Australian National University,Research School of Astronomy & Astrophysics,http://rsaa.anu.edu.au/
department,The Australian National University,Research School of Biology,http://biology.anu.edu.au/
department,The Australian National University,Research School of Chemistry,http://chemistry.anu.edu.au/
department,The Australian National University,Research School of Earth Sciences,http://rses.anu.edu.au/
department,The Australian National University,Research School of Physics & Engineering,http://physics.anu.edu.au/
department,The Australian National University,Gender Institute,http://genderinstitute.anu.edu.au/
faculty,University of Pennsylvania,Annenberg School for Communication,https://www.asc.upenn.edu/
faculty,University of Pennsylvania,School of Arts & Sciences,http://www.sas.upenn.edu/
faculty,University of Pennsylvania,School of Dental Medicine,http://www.dental.upenn.edu/
faculty,University of Pennsylvania,School of Design,http://www.design.upenn.edu/
faculty,University of Pennsylvania,School of Engineering and Applied Science,http://www.seas.upenn.edu/
faculty,University of Pennsylvania,Graduate School of Education,http://www.gse.upenn.edu/
faculty,University of Pennsylvania,Law School,http://www.law.upenn.edu
faculty,University of Pennsylvania,School of Nursing,http://www.nursing.upenn.edu
faculty,University of Pennsylvania,Perelman School of Medicine,http://www.med.upenn.edu/
faculty,University of Pennsylvania,School of Social Policy & Practice,http://www.sp2.upenn.edu/
faculty,University of Pennsylvania,School of Veterinary Medicine,http://www.vet.upenn.edu/
faculty,University of Pennsylvania,The Wharton School,http://www.wharton.upenn.edu/
department,Harvard University,Department of Systems Biology | Harvard Medical School,https://sysbio.med.harvard.edu/
department,The University of Edinburgh,Business School,http://www.business-school.ed.ac.uk/
department,The University of Edinburgh,Centre for Open Learning,https://www.ed.ac.uk/lifelong-learning
department,The University of Edinburgh,Divinity,https://www.ed.ac.uk/divinity
department,The University of Edinburgh,Economics,http://www.ed.ac.uk/schools-departments/economics
department,The University of Edinburgh,Edinburgh College of Art,http://www.eca.ed.ac.uk/
department,The University of Edinburgh,Health in Social Science,http://www.ed.ac.uk/schools-departments/health
department,The University of Edinburgh,"History, Classics and Archaeology",https://www.ed.ac.uk/history-classics-archaeology
department,The University of Edinburgh,Law,http://www.law.ed.ac.uk/
department,The University of Edinburgh,"Literatures, Languages and Cultures",https://www.ed.ac.uk/literatures-languages-cultures
department,The University of Edinburgh,Moray House School of Education,http://www.education.ed.ac.uk/
department,The University of Edinburgh,"Philosophy, Psychology and Language Science",http://www.ppls.ed.ac.uk/
department,The University of Edinburgh,Social and Political Science,http://www.sps.ed.ac.uk/
department,King's College London,Academic Rheumatology,https://www.kcl.ac.uk/lsm/research/divisions/diiid/departments/rheumatology/index.aspx
department,King's College London,Air Power Studies Research Group,http://www.kcl.ac.uk/sspp/departments/warstudies/research/groups/aswrg/indexold.aspx
department,King's College London,Anatomy,https://www.kcl.ac.uk/lsm/study/departments/anatomy/index.aspx
department,King's College London,"Arts & Humanities, Faculty of",http://www.kcl.ac.uk/artshums/index.aspx
department,King's College London,"Australian Studies, Menzies Centre for",http://www.kcl.ac.uk/artshums/ahri/centres/menzies/index.aspx
department,Duke University,African and African American Studies,http://aaas.duke.edu/undergraduate/major-minor
department,Duke University,Art History,http://aahvs.duke.edu/undergraduate/majors
department,Duke University,Asian and Middle Eastern Studies,http://asianmideast.duke.edu/undergraduate/majors-minors
department,Duke University,Biology,http://biology.duke.edu/undergraduate/majors-minor
department,Duke University,Biomedical Engineering*,http://bme.duke.edu/
department,Duke University,Biophysics,https://www.phy.duke.edu/biophysics-major
department,Duke University,Brazilian and Global Portuguese Studies,http://romancestudies.duke.edu/undergraduate/majors
department,Duke University,Chemistry,http://www.chem.duke.edu/undergraduate/majors/
department,Duke University,Civil Engineering*,http://www.cee.duke.edu/undergrad
department,Duke University,Classical Civilization,https://classicalstudies.duke.edu/undergraduate/majors/classical-civilization
department,Duke University,Classical Languages,https://classicalstudies.duke.edu/undergraduate/major/classical-languages
department,Duke University,Computer Science,http://www.cs.duke.edu/education/undergrad/index.php
department,Duke University,Cultural Anthropology,http://culturalanthropology.duke.edu/undergraduate/major-minor
department,Duke University,Dance,http://danceprogram.duke.edu/academics/major
department,Duke University,Earth and Ocean Sciences,http://nicholas.duke.edu/programs/undergrad
department,Duke University,Economics,http://econ.duke.edu/undergraduate/major-minors
department,Duke University,Electrical and Computer Engineering*,http://www.ece.duke.edu/
department,Duke University,English,https://english.duke.edu/undergraduate/major
department,Duke University,Environmental Engineering*,http://www.cee.duke.edu/undergrad
department,Duke University,Environmental Sciences,http://nicholas.duke.edu/programs/undergrad
department,Duke University,Environmental Sciences and Policy,http://nicholas.duke.edu/programs/undergrad
department,Duke University,Evolutionary Anthropology,http://evolutionaryanthropology.duke.edu/undergraduate
department,Duke University,French Studies,http://romancestudies.duke.edu/undergraduate/majors
department,Duke University,"Gender, Sexuality, and Feminist Studies",http://gendersexualityfeminist.duke.edu/undergraduate
department,Duke University,German,http://german.duke.edu/undergraduate/major-minor
department,Duke University,Global Cultural Studies,http://literature.duke.edu/undergraduate-programs
department,Duke University,Global Health**,http://globalhealth.duke.edu/education-and-training/undergraduate/major
department,Duke University,History,https://history.duke.edu/undergraduate/major
department,Duke University,Interdepartmental Major,http://trinity.duke.edu/undergraduate/academic-policies/interdepartmental-major
department,Duke University,International Comparative Studies,http://internationalcomparative.duke.edu/academics/major-requirements
department,Duke University,Italian Studies,http://romancestudies.duke.edu/undergraduate/majors
department,Duke University,Linguistics,http://linguisticsprogram.duke.edu/major-minor
department,Duke University,Mathematics,http://www.math.duke.edu/
department,Duke University,Mechanical Engineering*,http://www.mems.duke.edu/
department,Duke University,Medieval and Renaissance Studies,http://medren.aas.duke.edu/cmrs/undergraduateRequirements.html
department,Duke University,Music,http://music.duke.edu/undergraduate/major-minor
department,Duke University,Neuroscience,http://www.dibs.duke.edu/education/undergraduate-neuroscience
department,Duke University,Philosophy,http://philosophy.duke.edu/undergraduate/major-minor
department,Duke University,Physics,http://www.phy.duke.edu/physics-major
department,Duke University,Political Science,http://polisci.duke.edu/undergraduate/offerings
department,Duke University,"Program II (self-designed degree, BA or BS)",http://program2.duke.edu/
department,Duke University,Psychology,http://psychandneuro.duke.edu/undergraduate/requirements
department,Duke University,Public Policy Studies,http://www.sanford.duke.edu/undergraduate/history.php
department,Duke University,Religious Studies,http://religiousstudies.duke.edu/
department,Duke University,Romance Studies,http://romancestudies.duke.edu/undergraduate/majors
department,Duke University,Russian,http://slaviceurasian.duke.edu/undergraduate/majors-minors
department,Duke University,Slavic and Eurasian Studies,http://slaviceurasian.duke.edu/undergraduate/majors-minors
department,Duke University,Sociology,http://sociology.duke.edu/
department,Duke University,"Spanish, Latin American, and Latino/a Studies",https://romancestudies.duke.edu/undergraduate/majors
department,Duke University,Statistical Science,https://stat.duke.edu/undergraduate-program
department,Duke University,Theater Studies,http://theaterstudies.duke.edu/academics/major-minor
department,Duke University,Visual Arts,http://aahvs.duke.edu/undergraduate/majors/visual-arts
department,Duke University,Visual and Media Studies,http://aahvs.duke.edu/undergraduate/majors/visual-media-studies
department,Johns Hopkins University,Adolescent Health,http://www.jhsph.edu/academics/certificate-programs/certificates-for-hopkins-and-non-degree-students/adolescent-health.html
department,Johns Hopkins University,Adult-Gerontological Acute Care Nurse Practitioner,http://nursing.jhu.edu/academics/programs/post-degree/nurse-practitioner/adult-gerontological-acute.html
department,Johns Hopkins University,Adult-Gerontological Critical Care Clinical Nurse Specialist,http://nursing.jhu.edu/academics/programs/post-degree/cns.html
department,Johns Hopkins University,Adult-Gerontological Health Clinical Nurse Specialist,http://nursing.jhu.edu/academics/programs/post-degree/cns.html
department,Johns Hopkins University,Adult-Gerontological Primary Care Nurse Practitioner,http://nursing.jhu.edu/academics/programs/post-degree/nurse-practitioner/adult-gerontological-primary.html
department,Johns Hopkins University,Advanced Graduate Study in Counseling,http://education.jhu.edu/Academics/certificates/CAGSCounseling/index.html
department,Johns Hopkins University,Advanced Graduate Study in Liberal Arts,http://advanced.jhu.edu/academics/certificate-programs/advanced-graduate-study-in-liberal-arts/
department,Johns Hopkins University,Advanced Media Studies,http://krieger.jhu.edu/cams/
department,Johns Hopkins University,Advanced Methods for Differentiated Instruction and Inclusive Education,http://education.jhu.edu/Academics/certificates/differentiated/index.html
department,Johns Hopkins University,Africana Studies,http://krieger.jhu.edu/fields/africana/
department,Johns Hopkins University,Anatomy,http://www.hopkinsmedicine.org/FAE/fae.html
department,Johns Hopkins University,Anthropology,http://krieger.jhu.edu/fields/anthropology/
department,Johns Hopkins University,Applied & Computational Mathematics,http://engineering.jhu.edu/fields-of-study/applied-computional-mathematics/
department,Johns Hopkins University,Applied Behavior Analysis,http://education.jhu.edu/Academics/certificates/ABA/
department,Johns Hopkins University,Applied Biomedical Engineering,https://ep.jhu.edu/programs-and-courses/programs/applied-biomedical-engineering
department,Johns Hopkins University,Applied Economics,http://advanced.jhu.edu/academics/graduate-degree-programs/applied-economics/
department,Johns Hopkins University,Applied Health Sciences Informatics,http://dhsi.med.jhmi.edu/content/academic-programs
department,Johns Hopkins University,Applied Mathematics & Statistics,http://engineering.jhu.edu/fields-of-study/applied-mathematics-statistics/
department,Johns Hopkins University,Applied Physics,http://engineering.jhu.edu/fields-of-study/applied-physics/
department,Johns Hopkins University,Applied Research in Communication,http://advanced.jhu.edu/academics/certificate-programs/applied-research-in-communication/
department,Johns Hopkins University,Archaeology,http://krieger.jhu.edu/fields/archaeology/
department,Johns Hopkins University,Art Workshops,http://pages.jh.edu/artwork/
department,Johns Hopkins University,Astronomy & Astrophysics,http://krieger.jhu.edu/fields/physics-and-astronomy/
department,Johns Hopkins University,Behavioral Biology,http://krieger.jhu.edu/fields/behavioral-biology/
department,Johns Hopkins University,Biochemistry and Molecular Biology,http://www.jhsph.edu/departments/biochemistry-and-molecular-biology/
department,Johns Hopkins University,"Biochemistry, Cellular and Molecular Biology",http://bcmb.bs.jhmi.edu/
department,Johns Hopkins University,Bioengineering Innovation & Design,http://engineering.jhu.edu/fields-of-study/bioengineering-innovation-design/
department,Johns Hopkins University,Bioethics,http://www.jhsph.edu/academics/degree-programs/masters-programs/master-of-bioethics/
department,Johns Hopkins University,Bioethics and Health Policy,http://www.jhsph.edu/academics/certificate-programs/certificates-for-hopkins-students/bioethics-and-health-policy.html
department,Johns Hopkins University,Bioinformatics,http://advanced.jhu.edu/academic/biotechnology/bioinformatics/index.cfm
department,Johns Hopkins University,Biological Chemistry,http://www.hopkinsmedicine.org/biochem/
department,Johns Hopkins University,Biology,http://krieger.jhu.edu/fields/biology/
department,Johns Hopkins University,Biomedical Engineering,http://engineering.jhu.edu/fields-of-study/biomedical-engineering/
department,Johns Hopkins University,Biophysics and Biophysical Chemistry,http://biophysics.med.jhmi.edu/education/
faculty,University of Michigan,Architecture & Urban Planning,http://taubmancollege.umich.edu/
department,Harvard University,Genetics |,http://genetics.hms.harvard.edu/
department,Johns Hopkins University,Biophysics and Molecular Biophysics,http://krieger.jhu.edu/fields/biophysics/
department,Johns Hopkins University,Biostatistics,http://www.jhsph.edu/departments/biostatistics/
department,Johns Hopkins University,Biotechnology,http://advanced.jhu.edu/academics/graduate-degree-programs/biotechnology/
department,Johns Hopkins University,Biotechnology Education,http://advanced.jhu.edu/academics/certificate-programs/biotechnology-education/
department,Johns Hopkins University,Biotechnology Enterprise,http://advanced.jhu.edu/academics/certificate-programs/biotechnology-enterprise/
department,Johns Hopkins University,Biotechnology Enterprise and Entrepreneurship,http://advanced.jhu.edu/academics/graduate-degree-programs/biotechnology-enterprise-and-entrepreneurship/
department,Johns Hopkins University,Business Administration (MBA),http://carey.jhu.edu/academics/master-of-business-administration/
department,Johns Hopkins University,Business of Music,http://www.peabody.jhu.edu/conservatory/mecc/minor.html
department,Johns Hopkins University,Cellular and Molecular Medicine,http://cmm.jhmi.edu/
department,Johns Hopkins University,Cellular and Molecular Physiology,http://physiology.bs.jhmi.edu/academics/
department,Johns Hopkins University,Chemical & Biomolecular Engineering,http://engineering.jhu.edu/fields-of-study/chemical-biomolecular-engineering/
department,Johns Hopkins University,Chemical Biology,http://www.cbi.jhu.edu/
